Year,Trial,Cultivar,State,TMT,Rep,Orig_tmt,DOY,Spikes,Plants,Disease_Control,tResponse_ratio,MOA,Program,First_MOA,Second_MOA,Treat
1999,3,Nugget,Oregon,3B,1,B,149,1.3333,9,1.137918193,0.129200446,.,.,.,.,Treated
1999,3,Nugget,Oregon,3B,2,B,149,0.1111,9,0.354836837,-1.03609721,.,.,.,.,Treated
1999,3,Nugget,Oregon,3B,3,B,149,0.3333,9,0.789483657,-0.236376146,.,.,.,.,Treated
1999,3,Nugget,Oregon,3C,1,C,149,1.1111,9,1,0,.,.,.,.,Treated
1999,3,Nugget,Oregon,3C,2,C,149,0,9,0.290326327,-1.236749724,.,.,.,.,Treated
1999,3,Nugget,Oregon,3C,3,C,149,0.4444,9,0.894741829,-0.111220062,.,.,.,.,Treated
1999,3,Nugget,Oregon,3D,1,D,149,0,9,0.310346968,-1.170064356,11,.,.,.,Treated
1999,3,Nugget,Oregon,3D,2,D,149,0,9,0.290326327,-1.236749724,11,.,.,.,Treated
1999,3,Nugget,Oregon,3D,3,D,149,0,9,0.473709143,-0.747161769,11,.,.,.,Treated
1999,3,Nugget,Oregon,3E,1,E,149,0,9,0.310346968,-1.170064356,P07,.,.,.,Treated
1999,3,Nugget,Oregon,3E,2,E,149,0,9,0.290326327,-1.236749724,P07,.,.,.,Treated
1999,3,Nugget,Oregon,3E,3,E,149,0,9,0.473709143,-0.747161769,P07,.,.,.,Treated
1999,3,Nugget,Oregon,3F,1,F,149,1.1111,9,1,0,Non-treated,.,.,.,Non-treated
1999,3,Nugget,Oregon,3F,2,F,149,1.2222,9,1,0,Non-treated,.,.,.,Non-treated
1999,3,Nugget,Oregon,3F,3,F,149,0.5555,9,1,0,Non-treated,.,.,.,Non-treated
1999,3,Nugget,Oregon,3G,1,G,149,0,9,0.310346968,-1.170064356,27_M04,.,.,.,Treated
1999,3,Nugget,Oregon,3G,2,G,149,0,9,0.290326327,-1.236749724,27_M04,.,.,.,Treated
1999,3,Nugget,Oregon,3G,3,G,149,0,9,0.473709143,-0.747161769,27_M04,.,.,.,Treated
1999,3,Nugget,Oregon,3H,1,H,149,0,9,0.310346968,-1.170064356,27_M1,.,.,.,Treated
1999,3,Nugget,Oregon,3H,2,H,149,0,9,0.290326327,-1.236749724,27_M1,.,.,.,Treated
1999,3,Nugget,Oregon,3H,3,H,149,0,9,0.473709143,-0.747161769,27_M1,.,.,.,Treated
1999,3,Nugget,Oregon,3I,1,I,149,0.8888,9,0.862019738,-0.148477111,11,.,.,.,Treated
1999,3,Nugget,Oregon,3I,2,I,149,0.4444,9,0.548368366,-0.600808017,11,.,.,.,Treated
1999,3,Nugget,Oregon,3I,3,I,149,1.333,9,1.736617717,0.551939381,11,.,.,.,Treated
1999,3,Nugget,Oregon,3J,1,J,149,0.4444,9,0.586183353,-0.534122649,.,.,.,.,Treated
1999,3,Nugget,Oregon,3J,2,J,149,1.3333,9,1.06451051,0.062515078,.,.,.,.,Treated
1999,3,Nugget,Oregon,3J,3,J,149,1.8888,9,2.2631928,0.816776559,.,.,.,.,Treated
2000,4,Galena,Washington,4A,1,A,170,0,9,0.290697674,-1.235471471,27_11,.,.,.,Treated
2000,4,Galena,Washington,4A,2,A,170,0.22,9,0.48,-0.733969175,27_11,.,.,.,Treated
2000,4,Galena,Washington,4A,3,A,170,0.11,9,0.31443299,-1.156984295,27_11,.,.,.,Treated
2000,4,Galena,Washington,4A,4,A,170,0.22,9,0.156182213,-1.856731924,27_11,.,.,.,Treated
2000,4,Galena,Washington,4B,1,B,170,0,9,0.290697674,-1.235471471,27_11,.,.,.,Treated
2000,4,Galena,Washington,4B,2,B,170,0.55,9,0.7,-0.356674944,27_11,.,.,.,Treated
2000,4,Galena,Washington,4B,3,B,170,0.33,9,0.427835052,-0.849017551,27_11,.,.,.,Treated
2000,4,Galena,Washington,4B,4,B,170,0,9,0.10845987,-2.221375038,27_11,.,.,.,Treated
2000,4,Galena,Washington,4C,1,C,170,0,9,0.290697674,-1.235471471,27_M1,.,.,.,Treated
2000,4,Galena,Washington,4C,2,C,170,1.66,9,1.44,0.364643114,27_M1,.,.,.,Treated
2000,4,Galena,Washington,4C,3,C,170,0.33,9,0.427835052,-0.849017551,27_M1,.,.,.,Treated
2000,4,Galena,Washington,4C,4,C,170,0,9,0.10845987,-2.221375038,27_M1,.,.,.,Treated
2000,4,Galena,Washington,4D,1,D,170,0,9,0.290697674,-1.235471471,P07,.,.,.,Treated
2000,4,Galena,Washington,4D,2,D,170,0,9,0.333333333,-1.098612289,P07,.,.,.,Treated
2000,4,Galena,Washington,4D,3,D,170,0,9,0.257731959,-1.355835154,P07,.,.,.,Treated
2000,4,Galena,Washington,4D,4,D,170,0.11,9,0.132321041,-2.022524179,P07,.,.,.,Treated
2000,4,Galena,Washington,4E,1,E,170,1.22,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2000,4,Galena,Washington,4E,2,E,170,1,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2000,4,Galena,Washington,4E,3,E,170,1.44,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2000,4,Galena,Washington,4E,4,E,170,4.11,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2001,5,Galena,Washington,5A,1,A,156,0,9,0.191570881,-1.652497402,P07,.,.,.,Treated
2001,5,Galena,Washington,5A,2,A,156,0,9,0.10845987,-2.221375038,P07,.,.,.,Treated
2001,5,Galena,Washington,5A,3,A,156,0,9,0.081037277,-2.512846018,P07,.,.,.,Treated
2001,5,Galena,Washington,5A,4,A,156,0.22,9,0.081540204,-2.506659082,P07,.,.,.,Treated
2001,5,Galena,Washington,5B,1,B,156,0,9,0.191570881,-1.652497402,27_M1,.,.,.,Treated
2001,5,Galena,Washington,5B,2,B,156,0,9,0.10845987,-2.221375038,27_M1,.,.,.,Treated
2001,5,Galena,Washington,5B,3,B,156,0.22,9,0.116693679,-2.148202905,27_M1,.,.,.,Treated
2001,5,Galena,Washington,5B,4,B,156,1.33,9,0.207248018,-1.573839048,27_M1,.,.,.,Treated
2001,5,Galena,Washington,5C,1,C,156,0,9,0.191570881,-1.652497402,27_11,.,.,.,Treated
2001,5,Galena,Washington,5C,2,C,156,0.33,9,0.180043384,-1.714557435,27_11,.,.,.,Treated
2001,5,Galena,Washington,5C,3,C,156,0.13,9,0.102106969,-2.281734298,27_11,.,.,.,Treated
2001,5,Galena,Washington,5C,4,C,156,1.56,9,0.233295583,-1.455449032,27_11,.,.,.,Treated
2001,5,Galena,Washington,5D,1,D,156,0,9,0.191570881,-1.652497402,27_11,.,.,.,Treated
2001,5,Galena,Washington,5D,2,D,156,0,9,0.10845987,-2.221375038,27_11,.,.,.,Treated
2001,5,Galena,Washington,5D,3,D,156,0.11,9,0.098865478,-2.31399516,27_11,.,.,.,Treated
2001,5,Galena,Washington,5D,4,D,156,0.44,9,0.106455266,-2.240030418,27_11,.,.,.,Treated
2001,5,Galena,Washington,5E,1,E,156,2.11,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2001,5,Galena,Washington,5E,2,E,156,4.11,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2001,5,Galena,Washington,5E,3,E,156,5.67,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2001,5,Galena,Washington,5E,4,E,156,8.33,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2002,6,Galena,Washington,6A,1,A,.,0,7,0.46666648,-0.762140452,27_11,.,.,.,Treated
2002,6,Galena,Washington,6A,2,A,.,0,7,0.46666648,-0.762140452,27_11,.,.,.,Treated
2002,6,Galena,Washington,6A,3,A,.,0,7,0.5,-0.693147181,27_11,.,.,.,Treated
2002,6,Galena,Washington,6A,4,A,.,0,7,0.636363868,-0.45198476,27_11,.,.,.,Treated
2002,6,Galena,Washington,6B,1,B,.,0,7,0.46666648,-0.762140452,27_11,.,.,.,Treated
2002,6,Galena,Washington,6B,2,B,.,0,7,0.46666648,-0.762140452,27_11,.,.,.,Treated
2002,6,Galena,Washington,6B,3,B,.,0,7,0.5,-0.693147181,27_11,.,.,.,Treated
2002,6,Galena,Washington,6B,4,B,.,0,7,0.636363868,-0.45198476,27_11,.,.,.,Treated
2002,6,Galena,Washington,6C,1,C,.,0,7,0.46666648,-0.762140452,.,.,.,.,Treated
2002,6,Galena,Washington,6C,2,C,.,0,7,0.46666648,-0.762140452,.,.,.,.,Treated
2002,6,Galena,Washington,6C,3,C,.,0,7,0.5,-0.693147181,.,.,.,.,Treated
2002,6,Galena,Washington,6C,4,C,.,0,7,0.636363868,-0.45198476,.,.,.,.,Treated
2002,6,Galena,Washington,6D,1,D,.,0,7,0.46666648,-0.762140452,.,.,.,.,Treated
2002,6,Galena,Washington,6D,2,D,.,0,7,0.46666648,-0.762140452,.,.,.,.,Treated
2002,6,Galena,Washington,6D,3,D,.,0,7,0.5,-0.693147181,.,.,.,.,Treated
2002,6,Galena,Washington,6D,4,D,.,0,7,0.636363868,-0.45198476,.,.,.,.,Treated
2002,6,Galena,Washington,6E,1,E,.,0,7,0.46666648,-0.762140452,27_M1,.,.,.,Treated
2002,6,Galena,Washington,6E,2,E,.,0,7,0.46666648,-0.762140452,27_M1,.,.,.,Treated
2002,6,Galena,Washington,6E,3,E,.,0,7,0.5,-0.693147181,27_M1,.,.,.,Treated
2002,6,Galena,Washington,6E,4,E,.,0,7,0.636363868,-0.45198476,27_M1,.,.,.,Treated
2002,6,Galena,Washington,6F,1,F,.,0.142857,7,0.599999627,-0.510826246,P07,.,.,.,Treated
2002,6,Galena,Washington,6F,2,F,.,0,7,0.46666648,-0.762140452,P07,.,.,.,Treated
2002,6,Galena,Washington,6F,3,F,.,0,7,0.5,-0.693147181,P07,.,.,.,Treated
2002,6,Galena,Washington,6F,4,F,.,0,7,0.636363868,-0.45198476,P07,.,.,.,Treated
2002,6,Galena,Washington,6G,1,G,.,0,7,0.46666648,-0.762140452,22,.,.,.,Treated
2002,6,Galena,Washington,6G,2,G,.,0,7,0.46666648,-0.762140452,22,.,.,.,Treated
2002,6,Galena,Washington,6G,3,G,.,0.142857,7,0.642857,-0.441832975,22,.,.,.,Treated
2002,6,Galena,Washington,6G,4,G,.,0,7,0.636363868,-0.45198476,22,.,.,.,Treated
2002,6,Galena,Washington,6H,1,H,.,0,7,0.46666648,-0.762140452,22,.,.,.,Treated
2002,6,Galena,Washington,6H,2,H,.,0,7,0.46666648,-0.762140452,22,.,.,.,Treated
2002,6,Galena,Washington,6H,3,H,.,0,7,0.5,-0.693147181,22,.,.,.,Treated
2002,6,Galena,Washington,6H,4,H,.,0,7,0.636363868,-0.45198476,22,.,.,.,Treated
2002,6,Galena,Washington,6I,1,I,.,0,7,0.46666648,-0.762140452,22_M3,.,.,.,Treated
2002,6,Galena,Washington,6I,2,I,.,0,7,0.46666648,-0.762140452,22_M3,.,.,.,Treated
2002,6,Galena,Washington,6I,3,I,.,0,7,0.5,-0.693147181,22_M3,.,.,.,Treated
2002,6,Galena,Washington,6I,4,I,.,0.285714,7,1,0,22_M3,.,.,.,Treated
2002,6,Galena,Washington,6J,1,J,.,0,7,0.46666648,-0.762140452,11,.,.,.,Treated
2002,6,Galena,Washington,6J,2,J,.,0,7,0.46666648,-0.762140452,11,.,.,.,Treated
2002,6,Galena,Washington,6J,3,J,.,0,7,0.5,-0.693147181,11,.,.,.,Treated
2002,6,Galena,Washington,6J,4,J,.,0,7,0.636363868,-0.45198476,11,.,.,.,Treated
2002,6,Galena,Washington,6K,1,K,.,0.571429,7,1,0,Non-treated,Non-treated,.,.,Non-treated
2002,6,Galena,Washington,6K,2,K,.,0.571429,7,1,0,Non-treated,Non-treated,.,.,Non-treated
2002,6,Galena,Washington,6K,3,K,.,0.5,7,1,0,Non-treated,Non-treated,.,.,Non-treated
2002,6,Galena,Washington,6K,4,K,.,0.285714,7,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,7,Nugget,Oregon,7A,1,A,153,2.8888,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,7,Nugget,Oregon,7A,2,A,153,3.1111,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,7,Nugget,Oregon,7A,3,A,153,3.3333,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,7,Nugget,Oregon,7A,4,A,153,1.2222,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,7,Nugget,Oregon,7B,1,B,153,6.4444,9,2.049220963,0.717459703,P07,.,.,.,Treated
2003,7,Nugget,Oregon,7B,2,B,153,5,9,1.523081609,0.420735657,P07,.,.,.,Treated
2003,7,Nugget,Oregon,7B,3,B,153,2.6666,9,0.826076748,-0.191067594,P07,.,.,.,Treated
2003,7,Nugget,Oregon,7B,4,B,153,3.1111,9,2.096794797,0.740409892,P07,.,.,.,Treated
2003,7,Nugget,Oregon,7C,1,C,153,1.8888,9,0.704910293,-0.349684729,11,.,.,.,Treated
2003,7,Nugget,Oregon,7C,2,C,153,4.1111,9,1.276923929,0.244454005,11,.,.,.,Treated
2003,7,Nugget,Oregon,7C,3,C,153,0.8888,9,0.362298803,-1.015285986,11,.,.,.,Treated
2003,7,Nugget,Oregon,7C,4,C,153,0.4444,9,0.548368366,-0.600808017,11,.,.,.,Treated
2003,7,Nugget,Oregon,7D,1,D,153,2.1111,9,0.770508735,-0.260704288,11,.,.,.,Treated
2003,7,Nugget,Oregon,7D,2,D,153,1.4444,9,0.538450888,-0.619058989,11,.,.,.,Treated
2003,7,Nugget,Oregon,7D,3,D,153,0.8888,9,0.362298803,-1.015285986,11,.,.,.,Treated
2003,7,Nugget,Oregon,7D,4,D,153,0.6666,9,0.677389386,-0.389509008,11,.,.,.,Treated
2003,7,Nugget,Oregon,7E,1,E,153,1.1111,9,0.475419027,-0.743558701,11_7,.,.,.,Treated
2003,7,Nugget,Oregon,7E,2,E,153,0.6666,9,0.323059456,-1.1299189,11_7,.,.,.,Treated
2003,7,Nugget,Oregon,7E,3,E,153,0.3333,9,0.217384499,-1.526087609,11_7,.,.,.,Treated
2003,7,Nugget,Oregon,7E,4,E,153,0.3333,9,0.483857856,-0.725964101,11_7,.,.,.,Treated
2003,8,Nugget,Oregon,8A,1,A,157,9.4444,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,8,Nugget,Oregon,8A,2,A,157,10.5555,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,8,Nugget,Oregon,8A,3,A,157,17.2222,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,8,Nugget,Oregon,8B,1,B,157,1.7777,9,0.229043482,-1.473843417,P07,.,.,.,Treated
2003,8,Nugget,Oregon,8B,2,B,157,1,9,0.135679074,-1.997462934,P07,.,.,.,Treated
2003,8,Nugget,Oregon,8B,3,B,157,1.2222,9,0.097177551,-2.331215548,P07,.,.,.,Treated
2003,8,Nugget,Oregon,8C,1,C,157,13.3333,9,1.391064318,0.33006915,BM02,.,.,.,Treated
2003,8,Nugget,Oregon,8C,2,C,157,12,9,1.130658948,0.122800603,BM02,.,.,.,Treated
2003,8,Nugget,Oregon,8C,3,C,157,14.4444,9,0.843258738,-0.170481443,BM02,.,.,.,Treated
2003,8,Nugget,Oregon,8D,1,D,157,1.3333,9,0.184355014,-1.690891957,11_7,.,.,.,Treated
2003,8,Nugget,Oregon,8D,2,D,157,4.4444,9,0.447234408,-0.804672419,11_7,.,.,.,Treated
2003,8,Nugget,Oregon,8D,3,D,157,2.3333,9,0.159872928,-1.833375981,11_7,.,.,.,Treated
2003,9,Willamette,Oregon,9A,1,A,157,1.4444,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,9,Willamette,Oregon,9A,2,A,157,2,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,9,Willamette,Oregon,9A,3,A,157,5.8888,9,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,9,Willamette,Oregon,9B,1,B,157,0.2222,9,0.371425633,-0.990406616,P07,.,.,.,Treated
2003,9,Willamette,Oregon,9B,2,B,157,0.2222,9,0.28888,-1.241743902,P07,.,.,.,Treated
2003,9,Willamette,Oregon,9B,3,B,157,0.6666,9,0.182600801,-1.700452922,P07,.,.,.,Treated
2003,9,Willamette,Oregon,9C,1,C,157,1.4444,9,1,0,BM02,.,.,.,Treated
2003,9,Willamette,Oregon,9C,2,C,157,1.7777,9,0.91108,-0.09312457,BM02,.,.,.,Treated
2003,9,Willamette,Oregon,9C,3,C,157,6.4444,9,1.086964688,0.083389122,BM02,.,.,.,Treated
2003,9,Willamette,Oregon,9D,1,D,157,0.1111,9,0.314287184,-1.157448113,11_7,.,.,.,Treated
2003,9,Willamette,Oregon,9D,2,D,157,0,9,0.2,-1.609437912,11_7,.,.,.,Treated
2003,9,Willamette,Oregon,9D,3,D,157,0.1111,9,0.095651766,-2.347041124,11_7,.,.,.,Treated
2003,10,Galena,Washington,10A,1,A,198,0,8,0.304347297,-1.189585806,11,.,.,.,Treated
2003,10,Galena,Washington,10A,2,A,198,0,8,0.142857143,-1.945910149,11,.,.,.,Treated
2003,10,Galena,Washington,10A,3,A,198,0,8,0.333333333,-1.098612289,11,.,.,.,Treated
2003,10,Galena,Washington,10A,4,A,198,0,8,0.5,-0.693147181,11,.,.,.,Treated
2003,10,Galena,Washington,10B,1,B,198,0.25,8,0.456520945,-0.784120698,11,.,.,.,Treated
2003,10,Galena,Washington,10B,2,B,198,0,8,0.142857143,-1.945910149,11,.,.,.,Treated
2003,10,Galena,Washington,10B,3,B,198,0,8,0.333333333,-1.098612289,11,.,.,.,Treated
2003,10,Galena,Washington,10B,4,B,198,0,8,0.5,-0.693147181,11,.,.,.,Treated
2003,10,Galena,Washington,10C,1,C,198,0.125,8,0.380434121,-0.966442255,22,.,.,.,Treated
2003,10,Galena,Washington,10C,2,C,198,0.125,8,0.178571429,-1.722766598,22,.,.,.,Treated
2003,10,Galena,Washington,10C,3,C,198,0,8,0.333333333,-1.098612289,22,.,.,.,Treated
2003,10,Galena,Washington,10C,4,C,198,0,8,0.5,-0.693147181,22,.,.,.,Treated
2003,10,Galena,Washington,10D,1,D,198,0,8,0.304347297,-1.189585806,P07,.,.,.,Treated
2003,10,Galena,Washington,10D,2,D,198,0.125,8,0.178571429,-1.722766598,P07,.,.,.,Treated
2003,10,Galena,Washington,10D,3,D,198,0.25,8,0.5,-0.693147181,P07,.,.,.,Treated
2003,10,Galena,Washington,10D,4,D,198,0.125,8,0.625,-0.470003629,P07,.,.,.,Treated
2003,10,Galena,Washington,10E,1,E,198,0,8,0.304347297,-1.189585806,11,.,.,.,Treated
2003,10,Galena,Washington,10E,2,E,198,0.14286,8,0.183674286,-1.694591276,11,.,.,.,Treated
2003,10,Galena,Washington,10E,3,E,198,0.25,8,0.5,-0.693147181,11,.,.,.,Treated
2003,10,Galena,Washington,10E,4,E,198,0.14286,8,0.64286,-0.441828308,11,.,.,.,Treated
2003,10,Galena,Washington,10F,1,F,198,1.14286,8,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,10,Galena,Washington,10F,2,F,198,3,8,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,10,Galena,Washington,10F,3,F,198,1,8,1,0,Non-treated,Non-treated,.,.,Non-treated
2003,10,Galena,Washington,10F,4,F,198,0.5,8,1,0,Non-treated,Non-treated,.,.,Non-treated
2004,11,Galena,Washington,11A,1,A,174,1.16667,8,1,0,Non-treated,Non-treated,.,.,Non-treated
2004,11,Galena,Washington,11A,2,A,174,0.66667,8,1,0,Non-treated,Non-treated,.,.,Non-treated
2004,11,Galena,Washington,11A,3,A,174,1,8,1,0,Non-treated,Non-treated,.,.,Non-treated
2004,11,Galena,Washington,11B,1,B,174,0,8,0.2999994,-1.203974804,P07,.,.,.,Non-treated
2004,11,Galena,Washington,11B,2,B,174,0,8,0.428570204,-0.847300718,P07,.,.,.,Treated
