"Year","Trial","MOA","State","tResponse_ratio","Spikes","Rep","n","meanSpikes","Treat"
2003,7,"11","Oregon",-0.600808017,0.4444,4,8,1.5555,"Treated"
2003,7,"11","Oregon",-0.260704288,2.1111,1,8,1.5555,"Treated"
2003,7,"11","Oregon",-0.619058989,1.4444,2,8,1.5555,"Treated"
2003,7,"11","Oregon",-1.015285986,0.8888,3,8,1.5555,"Treated"
2003,7,"11","Oregon",-0.389509008,0.6666,4,8,1.5555,"Treated"
2003,8,"Non-treated","Oregon",0,9.4444,1,3,12.4073666666667,"Non-treated"
2003,8,"Non-treated","Oregon",0,10.5555,2,3,12.4073666666667,"Non-treated"
2003,8,"Non-treated","Oregon",0,17.2222,3,3,12.4073666666667,"Non-treated"
2003,8,"P07","Oregon",-1.473843417,1.7777,1,3,1.3333,"Treated"
2003,8,"P07","Oregon",-1.997462934,1,2,3,1.3333,"Treated"
2003,8,"P07","Oregon",-2.331215548,1.2222,3,3,1.3333,"Treated"
2003,8,"BM","Oregon",0.33006915,13.3333,1,3,13.2592333333333,"Treated"
2003,8,"BM","Oregon",0.122800603,12,2,3,13.2592333333333,"Treated"
2003,8,"BM","Oregon",-0.170481443,14.4444,3,3,13.2592333333333,"Treated"
2003,9,"Non-treated","Oregon",0,1.4444,1,3,3.11106666666667,"Non-treated"
2003,9,"Non-treated","Oregon",0,2,2,3,3.11106666666667,"Non-treated"
2003,9,"Non-treated","Oregon",0,5.8888,3,3,3.11106666666667,"Non-treated"
2003,9,"P07","Oregon",-0.990406616,0.2222,1,3,0.370333333333333,"Treated"
2003,9,"P07","Oregon",-1.241743902,0.2222,2,3,0.370333333333333,"Treated"
2003,9,"P07","Oregon",-1.700452922,0.6666,3,3,0.370333333333333,"Treated"
2003,9,"BM","Oregon",0,1.4444,1,3,3.22216666666667,"Treated"
2003,9,"BM","Oregon",-0.09312457,1.7777,2,3,3.22216666666667,"Treated"
2003,9,"BM","Oregon",0.083389122,6.4444,3,3,3.22216666666667,"Treated"
2007,15,"Non-treated","Oregon",0,29,1,3,29.9444333333333,"Treated"
2007,15,"Non-treated","Oregon",0,46.3333,2,3,29.9444333333333,"Treated"
2007,15,"Non-treated","Oregon",0,14.5,3,3,29.9444333333333,"Treated"
2008,16,"Non-treated","Oregon",0,8.75,2,3,4.41666666666667,"Treated"
2008,16,"Non-treated","Oregon",0,4.5,3,3,4.41666666666667,"Non-treated"
2016,24,"Non-treated","Oregon",0,1.625,1,4,2.5625,"Treated"
2016,24,"Non-treated","Oregon",0,0.5,2,4,2.5625,"Treated"
2016,24,"Non-treated","Oregon",0,2.625,3,4,2.5625,"Treated"
2016,24,"Non-treated","Oregon",0,5.5,4,4,2.5625,"Treated"
2016,24,"P07","Oregon",-0.887303195,0.375,1,8,1.09375,"Treated"
2016,24,"P07","Oregon",-0.470003629,0.125,2,8,1.09375,"Treated"
2016,24,"P07","Oregon",-0.733969175,1,3,8,1.09375,"Treated"
2016,24,"P07","Oregon",-0.503905181,3.125,4,8,1.09375,"Treated"
2016,24,"49_40","Oregon",-1.041453875,0.25,1,8,0.875,"Treated"
2016,24,"49_40","Oregon",0.318453731,0.875,2,8,0.875,"Treated"
2016,24,"49_40","Oregon",-1.609437912,0.125,3,8,0.875,"Treated"
2016,24,"49_40","Oregon",-0.980829253,1.75,4,8,0.875,"Treated"
2016,24,"49_40","Oregon",-1.041453875,0.25,1,8,0.875,"Treated"
2016,24,"49_40","Oregon",0.318453731,0.875,2,8,0.875,"Non-treated"
2016,24,"49_40","Oregon",-0.385662481,1.625,3,8,0.875,"Non-treated"
2016,24,"49_40","Oregon",-1.232143681,1.25,4,8,0.875,"Non-treated"
2016,24,"43","Oregon",-1.446918983,0,1,4,0.21875,"Non-treated"
2016,24,"43","Oregon",-0.470003629,0.125,2,4,0.21875,"Treated"
2016,24,"43","Oregon",-1.832581464,0,3,4,0.21875,"Treated"
2016,24,"43","Oregon",-1.568615918,0.75,4,4,0.21875,"Treated"
2016,24,"P07","Oregon",-0.348306694,1,1,8,1.09375,"Treated"
2016,24,"P07","Oregon",-0.133531393,0.375,2,8,1.09375,"Treated"
2016,24,"P07","Oregon",-0.916290732,0.75,3,8,1.09375,"Treated"
2016,24,"P07","Oregon",-0.875468737,2,4,8,1.09375,"Treated"
2016,25,"Non-treated","Oregon",0,59.75,1,4,71.46875,"Treated"
2016,25,"Non-treated","Oregon",0,57.5,2,4,71.46875,"Treated"
2016,25,"Non-treated","Oregon",0,91.875,3,4,71.46875,"Treated"
2016,25,"Non-treated","Oregon",0,76.75,4,4,71.46875,"Treated"
2016,25,"P07","Oregon",0.283524062,79.5,1,4,67.15625,"Treated"
2016,25,"P07","Oregon",-0.116436959,51.125,2,4,67.15625,"Treated"
2016,25,"P07","Oregon",-0.205040476,74.75,3,4,67.15625,"Treated"
2016,25,"P07","Oregon",-0.192077732,63.25,4,4,67.15625,"Treated"
2016,25,"49_40","Oregon",-1.302746791,15.875,1,8,20.890625,"Treated"
2016,25,"49_40","Oregon",-2.311243156,5.25,2,8,20.890625,"Treated"
2016,25,"49_40","Oregon",-1.272579128,25.375,3,8,20.890625,"Treated"
2016,25,"49_40","Oregon",-1.123183549,24.625,4,8,20.890625,"Treated"
2016,25,"49_40","Oregon",-1.16730882,18.25,1,8,20.890625,"Treated"
2016,25,"49_40","Oregon",-0.919528727,22.625,2,8,20.890625,"Treated"
2016,25,"49_40","Oregon",-0.894870904,37.25,3,8,20.890625,"Treated"
2016,25,"49_40","Oregon",-1.436055871,17.875,4,8,20.890625,"Treated"
2017,26,"Non-treated","Oregon",0,5.2857,1,5,13.4571,"Treated"
2017,26,"Non-treated","Oregon",0,8,2,5,13.4571,"Non-treated"
2017,26,"Non-treated","Oregon",0,9.7142,3,5,13.4571,"Non-treated"
2017,26,"Non-treated","Oregon",0,31.5714,4,5,13.4571,"Non-treated"
2017,26,"Non-treated","Oregon",0,12.7142,5,5,13.4571,"Non-treated"
2017,26,"P07","Oregon",0.711497576,11.2857,1,10,12.58092,"Treated"
2017,26,"P07","Oregon",1.168909929,26.8571,2,10,12.58092,"Treated"
2017,26,"P07","Oregon",-0.47420661,5.8571,3,10,12.58092,"Treated"
2017,26,"P07","Oregon",-1.511906187,6.5714,4,10,12.58092,"Treated"
2017,26,"P07","Oregon",0.168718738,15.1428,5,10,12.58092,"Treated"
2017,26,"43","Oregon",-1.829574254,0.4285,1,5,1.31424,"Treated"
2017,26,"43","Oregon",-1.64366406,1.1428,2,5,1.31424,"Treated"
2017,26,"43","Oregon",-1.201645425,2.5714,3,5,1.31424,"Treated"
2017,26,"43","Oregon",-2.971562564,1.1428,4,5,1.31424,"Treated"
2017,26,"43","Oregon",-2.001481514,1.2857,5,5,1.31424,"Treated"
2017,26,"49_40","Oregon",-0.897957306,1.8571,1,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-1.223775432,2,2,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-2.129693485,0.7142,3,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-2.099706994,3.4285,4,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-2.638497483,0.4444,5,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-1.454248264,0.8514,1,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-1.94598074,0.7142,2,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-1.743968414,1.2857,3,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-2.811222169,1.4285,4,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-2.906745179,0.2222,5,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-1.561303932,0.7142,1,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-2.581987809,0.1428,2,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-2.564959148,0.2857,3,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-3.398998463,0.5714,4,15,0.992166666666667,"Treated"
2017,26,"49_40","Oregon",-2.906745179,0.2222,5,15,0.992166666666667,"Treated"
2017,26,"P07","Oregon",0.699298607,11.1428,1,10,12.58092,"Treated"
2017,26,"P07","Oregon",0.211309094,10,2,10,12.58092,"Treated"
2017,26,"P07","Oregon",0.417061115,15,3,10,12.58092,"Treated"
2017,26,"P07","Oregon",-0.844332844,13.2857,4,10,12.58092,"Treated"
2017,26,"P07","Oregon",-0.168364829,10.6666,5,10,12.58092,"Treated"
2017,27,"M1","Oregon",-0.438254931,4.5,1,5,5.4472,"Treated"
2017,27,"M1","Oregon",0.341524999,8.3333,2,5,5.4472,"Treated"
2017,27,"M1","Oregon",0.335879468,4.2222,3,5,5.4472,"Non-treated"
2017,27,"M1","Oregon",-0.108575555,5.5555,4,5,5.4472,"Non-treated"
2017,27,"M1","Oregon",-0.380772496,4.625,5,5,5.4472,"Non-treated"
2017,27,"Non-treated","Oregon",0,7.25,1,5,5.83054,"Non-treated"
2017,27,"Non-treated","Oregon",0,5.7777,2,5,5.83054,"Non-treated"
2017,27,"Non-treated","Oregon",0,2.875,3,5,5.83054,"Treated"
2017,27,"Non-treated","Oregon",0,6.25,4,5,5.83054,"Treated"
2017,27,"Non-treated","Oregon",0,7,5,5,5.83054,"Treated"
2017,27,"P07","Oregon",-0.284109965,5.3333,1,5,4.92498,"Treated"
2017,27,"P07","Oregon",-0.202873146,4.625,2,5,4.92498,"Treated"
2017,27,"P07","Oregon",0.75303602,6.6666,3,5,4.92498,"Treated"
2017,27,"P07","Oregon",-0.037740328,6,4,5,4.92498,"Treated"
2017,27,"P07","Oregon",-1.098612289,2,5,5,4.92498,"Treated"
2017,28,"M1","Oregon",-0.732887509,8.75,1,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.218879153,23,2,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.864997437,15.5,3,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.766649643,14.25,4,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.878069519,7.5,1,12,14.25,"Treated"
2017,28,"M1","Oregon",0,28.75,2,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.719815428,18,3,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.801135819,13.75,4,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.84729786,7.75,1,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.52806743,16.75,2,12,14.25,"Treated"
2017,28,"M1","Oregon",-1.888386305,5.25,3,12,14.25,"Treated"
2017,28,"M1","Oregon",-0.952366788,11.75,4,12,14.25,"Treated"
2017,28,"40","Oregon",-1.704748092,3,1,4,2.875,"Treated"
2017,28,"40","Oregon",-2.459588842,2,2,4,2.875,"Treated"
2017,28,"40","Oregon",-3.077970372,1.25,3,4,2.875,"Treated"
2017,28,"40","Oregon",-1.708692871,5.25,4,4,2.875,"Treated"
2017,28,"BM","Oregon",-0.139112802,16.25,1,4,23.1875,"Treated"
2017,28,"BM","Oregon",-0.262364264,22,2,4,23.1875,"Treated"
2017,28,"BM","Oregon",-0.581229264,20.75,3,4,23.1875,"Treated"
2017,28,"BM","Oregon",0.075793839,33.75,4,4,23.1875,"Treated"
2017,28,"Non-treated","Oregon",0,18.75,1,4,29.0625,"Treated"
2017,28,"Non-treated","Oregon",0,28.75,2,4,29.0625,"Treated"
2017,28,"Non-treated","Oregon",0,37.5,3,4,29.0625,"Treated"
2017,28,"Non-treated","Oregon",0,31.25,4,4,29.0625,"Treated"
2018,31,"M1","Oregon",0.16141993,8.4444,1,5,5.86664,"Treated"
2018,31,"M1","Oregon",-0.234069698,4.5555,2,5,5.86664,"Treated"
2018,31,"M1","Oregon",0.450539924,9.1111,3,5,5.86664,"Treated"
2018,31,"M1","Oregon",-0.401532662,4.2222,4,5,5.86664,"Treated"
2018,31,"M1","Oregon",-1.413687158,3,5,5,5.86664,"Treated"
2018,31,"Non-treated","Oregon",0,7.1111,1,5,7.81384,"Non-treated"
2018,31,"Non-treated","Oregon",0,5.8888,2,5,7.81384,"Non-treated"
2018,31,"Non-treated","Oregon",0,5.625,3,5,7.81384,"Non-treated"
2018,31,"Non-treated","Oregon",0,6.5555,4,5,7.81384,"Non-treated"
2018,31,"Non-treated","Oregon",0,13.8888,5,5,7.81384,"Non-treated"
2019,32,"M1","Oregon",-0.81904867,1.7777,1,5,7.88886,"Non-treated"
2019,32,"M1","Oregon",0.703307715,5,2,5,7.88886,"Non-treated"
2019,32,"M1","Oregon",-0.065234774,4.4444,3,5,7.88886,"Non-treated"
2019,32,"M1","Oregon",0.099023733,16,4,5,7.88886,"Treated"
2019,32,"M1","Oregon",0.150520589,12.2222,5,5,7.88886,"Treated"
2019,32,"Non-treated","Oregon",0,4.6666,1,5,7.31106,"Treated"
2019,32,"Non-treated","Oregon",0,2.2222,2,5,7.31106,"Treated"
2019,32,"Non-treated","Oregon",0,4.7777,3,5,7.31106,"Treated"
2019,32,"Non-treated","Oregon",0,14.4444,4,5,7.31106,"Treated"
2019,32,"Non-treated","Oregon",0,10.4444,5,5,7.31106,"Treated"
2019,33,"Non-treated","Oregon",0,31.2857,1,5,30.34282,"Treated"
2019,33,"Non-treated","Oregon",0,37.1428,2,5,30.34282,"Treated"
2019,33,"Non-treated","Oregon",0,32,3,5,30.34282,"Treated"
2019,33,"Non-treated","Oregon",0,28.5714,4,5,30.34282,"Treated"
2019,33,"Non-treated","Oregon",0,22.7142,5,5,30.34282,"Treated"
2019,33,"P07","Oregon",-1.22288109,8.8571,1,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.079814342,12.2857,2,25,8.096148,"Treated"
2019,33,"P07","Oregon",-0.722135622,15.2857,3,25,8.096148,"Treated"
2019,33,"P07","Oregon",-0.99153369,10.2857,4,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.251230599,6.1428,5,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.923698871,4.1428,1,25,8.096148,"Treated"
2019,33,"P07","Oregon",-2.004524787,4.5714,2,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.886205407,4.4285,3,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.746137959,4.5714,4,25,8.096148,"Treated"
2019,33,"P07","Oregon",-2.022630677,2.5714,5,25,8.096148,"Treated"
2019,33,"P07","Oregon",-2.206253535,3,1,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.652090395,6.7142,2,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.587706528,6.1428,3,25,8.096148,"Treated"
2019,33,"P07","Oregon",-0.524020248,16.7142,4,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.36499293,5.4285,5,25,8.096148,"Treated"
2019,33,"43","Oregon",-3.264931079,0.7142,1,5,1.02852,"Treated"
2019,33,"43","Oregon",-3.048331206,1.2857,2,5,1.02852,"Treated"
2019,33,"43","Oregon",-3.412273885,0.5714,3,5,1.02852,"Treated"
2019,33,"43","Oregon",-2.574863709,1.7142,4,5,1.02852,"Treated"
2019,33,"43","Oregon",-2.83941409,0.8571,5,5,1.02852,"Treated"
2019,33,"49_40","Oregon",-2.601584453,1.8571,1,10,3.2071,"Treated"
2019,33,"49_40","Oregon",-3.222676593,1,2,10,3.2071,"Treated"
2019,33,"49_40","Oregon",-2.509401128,2.1428,3,10,3.2071,"Treated"
2019,33,"49_40","Oregon",-3.064404803,0.8571,4,10,3.2071,"Treated"
2019,33,"49_40","Oregon",-2.950678737,0.7142,5,10,3.2071,"Treated"
2019,33,"P07","Oregon",-1.121344228,9.8571,1,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.125542492,11.7142,2,25,8.096148,"Treated"
2019,33,"P07","Oregon",-0.50352923,19.1428,3,25,8.096148,"Treated"
2019,33,"P07","Oregon",-0.638176965,14.8571,4,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.521147247,4.5714,5,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.613195076,5.8333,1,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.848370471,5.4285,2,25,8.096148,"Treated"
2019,33,"P07","Oregon",-0.889192011,12.8571,3,25,8.096148,"Treated"
2019,33,"P07","Oregon",-1.665006781,5,4,25,8.096148,"Treated"
2019,33,"P07","Oregon",-2.228473429,2,5,25,8.096148,"Treated"
2019,33,"49_40","Oregon",-1.444113483,7,1,10,3.2071,"Treated"
2019,33,"49_40","Oregon",-1.848370471,5.4285,2,10,3.2071,"Treated"
2019,33,"49_40","Oregon",-2.042780314,3.7142,3,10,3.2071,"Treated"
2019,33,"49_40","Oregon",-1.577995404,5.5,4,10,3.2071,"Treated"
2019,33,"49_40","Oregon",-1.672957462,3.8571,5,10,3.2071,"Treated"
2019,33,"40","Oregon",-4.152163684,0,1,5,1.45712,"Treated"
2019,33,"40","Oregon",-3.86932194,0.2857,2,5,1.45712,"Treated"
2019,33,"40","Oregon",-1.802817305,4.8571,3,5,1.45712,"Treated"
2019,33,"40","Oregon",-2.964289765,1,4,5,1.45712,"Treated"
2019,33,"40","Oregon",-2.648362057,1.1428,5,5,1.45712,"Treated"
2019,34,"Non-treated","Oregon",0,0.1428,1,5,0.11426,"Treated"
2019,34,"Non-treated","Oregon",0,0.1428,2,5,0.11426,"Treated"
2019,34,"Non-treated","Oregon",0,0.2857,3,5,0.11426,"Treated"
2020,35,"Non-treated","Oregon",0,139.2857,1,5,149.1714,"Non-treated"
2020,35,"Non-treated","Oregon",0,172,2,5,149.1714,"Treated"
2020,35,"Non-treated","Oregon",0,118.8571,3,5,149.1714,"Treated"
2020,35,"Non-treated","Oregon",0,127,4,5,149.1714,"Treated"
2020,35,"Non-treated","Oregon",0,188.7142,5,5,149.1714,"Treated"
2020,35,"U17","Oregon",-0.476668674,86.2857,1,5,83.34282,"Treated"
2020,35,"U17","Oregon",-0.583820281,95.7142,2,5,83.34282,"Treated"
2020,35,"U17","Oregon",-0.615454616,64,3,5,83.34282,"Treated"
2020,35,"U17","Oregon",-0.426698358,82.7142,4,5,83.34282,"Treated"
2020,35,"U17","Oregon",-0.759877155,88,5,5,83.34282,"Treated"
2020,35,"11","Oregon",-0.209567523,112.8571,1,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.189052332,142.2857,2,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.054100362,112.5714,3,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.554726973,72.7142,4,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.606073266,102.7142,5,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.135504416,121.5714,1,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.438939165,110.7142,2,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.615454616,64,3,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.598601642,69.5714,4,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.837032791,81.4285,5,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.516976747,82.8571,1,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.698544911,85.2857,2,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.003597368,118.4285,3,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.602687247,69.2857,4,15,94.95234,"Treated"
2020,35,"11","Oregon",-0.879781082,78,5,15,94.95234,"Treated"
2020,35,"BM","Oregon",-0.10099851,125.8571,1,10,130.84596,"Treated"
2020,35,"BM","Oregon",-0.078353314,159,2,10,130.84596,"Treated"
2020,35,"BM","Oregon",0.019227141,121.1742,3,10,130.84596,"Treated"
2020,35,"BM","Oregon",0.065063383,135.5714,4,10,130.84596,"Treated"
2020,35,"BM","Oregon",-0.040051186,181.2857,5,10,130.84596,"Treated"
2020,35,"BM","Oregon",-0.114658489,124.1428,1,10,130.84596,"Treated"
2020,35,"BM","Oregon",-0.293357665,128.1428,2,10,130.84596,"Treated"
2020,35,"BM","Oregon",-0.024228567,116,3,10,130.84596,"Treated"
2020,35,"BM","Oregon",-0.223844778,101.4285,4,10,130.84596,"Treated"
2020,35,"BM","Oregon",-0.486215796,115.8571,5,10,130.84596,"Treated"
2020,35,"49_4","Oregon",-0.468471742,87,1,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.487632898,105.4285,2,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.220006435,95.2857,3,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.629660683,67.4285,4,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.408300041,125.2857,5,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.367611279,96.2857,1,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.70858751,84.4285,2,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.441101415,76.2857,3,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.291987274,94.7142,4,10,92.04282,"Treated"
2020,35,"49_4","Oregon",-0.756654106,88.2857,5,10,92.04282,"Treated"
2020,35,"4","Oregon",-0.292291864,103.8571,1,5,96.94282,"Treated"
2020,35,"4","Oregon",-0.698544911,85.2857,2,5,96.94282,"Treated"
2020,35,"4","Oregon",-0.437387575,76.5714,3,5,96.94282,"Treated"
2020,35,"4","Oregon",-0.260965557,97.7142,4,5,96.94282,"Treated"
2020,35,"4","Oregon",-0.440616764,121.2857,5,5,96.94282,"Treated"
2020,35,"43","Oregon",-0.447469834,88.8571,1,5,96.71424,"Treated"
2020,35,"43","Oregon",-0.382744322,117.1428,2,5,96.71424,"Non-treated"
2020,35,"43","Oregon",-0.386789592,80.5714,3,5,96.71424,"Non-treated"
2020,35,"43","Oregon",-0.545017955,73.4285,4,5,96.71424,"Non-treated"
2020,35,"43","Oregon",-0.4220225,123.5714,5,5,96.71424,"Non-treated"
2020,36,"M1","Oregon",0.018583842,47.7777,1,5,44.75552,"Treated"
2020,36,"M1","Oregon",-0.610358571,34.1111,2,5,44.75552,"Treated"
2020,36,"M1","Oregon",-0.929765608,31.4444,3,5,44.75552,"Treated"
2020,36,"M1","Oregon",-0.300313825,68.3333,4,5,44.75552,"Treated"
2020,36,"M1","Oregon",-0.174248902,42.1111,5,5,44.75552,"Treated"
2020,36,"Non-treated","Oregon",0,46.8888,1,5,66.6444,"Non-treated"
2020,36,"Non-treated","Oregon",0,63.2222,2,5,66.6444,"Treated"
2020,36,"Non-treated","Oregon",0,80.4444,3,5,66.6444,"Treated"
2020,36,"Non-treated","Oregon",0,92.4444,4,5,66.6444,"Treated"
2020,36,"Non-treated","Oregon",0,50.2222,5,5,66.6444,"Treated"
2020,36,"BM","Oregon",-0.132692487,41,1,10,55.62635,"Treated"
2020,36,"BM","Oregon",-0.13017467,55.4444,2,10,55.62635,"Treated"
2020,36,"BM","Oregon",-0.082963374,74,3,10,55.62635,"Treated"
2020,36,"BM","Oregon",-0.5256797,54.4444,4,10,55.62635,"Treated"
2020,36,"BM","Oregon",0.287408486,67.1111,5,10,55.62635,"Treated"
2020,36,"BM","Oregon",0.117131943,52.7777,1,10,55.62635,"Treated"
2020,36,"BM","Oregon",-0.32468582,45.5555,2,10,55.62635,"Treated"
2020,36,"BM","Oregon",-0.425831862,52.375,3,10,55.62635,"Treated"
2020,36,"BM","Oregon",-0.418400176,60.6666,4,10,55.62635,"Treated"
2020,36,"BM","Oregon",0.051237302,52.8888,5,10,55.62635,"Treated"
2021,37,"M1","Oregon",-0.622314132,30.7777,1,5,42.15548,"Treated"
2021,37,"M1","Oregon",-0.509165655,39.6666,2,5,42.15548,"Treated"
2021,37,"M1","Oregon",-0.492538472,49.7777,3,5,42.15548,"Treated"
2021,37,"M1","Oregon",0.302871647,54.7777,4,5,42.15548,"Treated"
